Timestamp                       (process)[PID]    
2022-11-11 00:07:15.275384+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2022-11-11 00:07:15.275393+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHC1) usbService <private> (IOUSBHostInterface) options 0x00000000
2022-11-11 00:07:15.275407+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.275411+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostInterface <private> (IOUSBHostInterface)
2022-11-11 00:07:15.275555+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.275562+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: registering AppleUSBInterface@0 (<private>) for matching
2022-11-11 00:07:15.275667+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.280226+0800  localhost kernel[0]: ifnet_attach: All kernel threads created for interface en0 have been scheduled at least once. Proceeding.
2022-11-11 00:07:15.280408+0800  localhost kernel[0]: (IOTimeSyncFamily) IOTimeSyncClockManager::matched first IONF interface
2022-11-11 00:07:15.281826+0800  localhost kernel[0]: PMRD: power event 5 args 0xf2986bb01bb78b33 0x0
2022-11-11 00:07:15.291256+0800  localhost kernel[0]: PMRD: setAggressiveness(0) kPMMinutesToSleep = 1
2022-11-11 00:07:15.291270+0800  localhost kernel[0]: PMRD: setAggressiveness(0) kPMMinutesToDim = 10
2022-11-11 00:07:15.294631+0800  localhost kernel[0]: ifnet_attach: All kernel threads created for interface en1 have been scheduled at least once. Proceeding.
2022-11-11 00:07:15.294662+0800  localhost kernel[0]: (IO80211FamilyLegacy) IO80211Controller::dataLinkLayerAttachComplete():  adding AppleEFINVRAM notification
2022-11-11 00:07:15.294677+0800  localhost kernel[0]: (IO80211FamilyLegacy) IO80211Interface::efiNVRAMPublished():
2022-11-11 00:07:15.294763+0800  localhost kernel[0]: PMRD: power event 7 args 0xf2986bb4e7cdd2f3 0x0
2022-11-11 00:07:15.294770+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x1e0064
2022-11-11 00:07:15.294774+0800  localhost kernel[0]: (IO80211FamilyLegacy) initting Scan Manager controller 0x34e27ce8bfe0018b ioservice 0x34e27ce8bfdac14b interface 0x34e27ce3f3e6e58b ioservce 0x34e27ce8bfe0018b
2022-11-11 00:07:15.294816+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:15.294887+0800  localhost kernel[0]: (IO80211FamilyLegacy) bpfAttach len 72 dlt 12
2022-11-11 00:07:15.295127+0800  localhost kernel[0]: (IO80211FamilyLegacy) Not adding subscription due to missing boot-arg wlan.iorsubscriptions
2022-11-11 00:07:15.295132+0800  localhost kernel[0]: (corecapture) CCPipe::withOwnerNameCapacity pipeOwner com.apple.iokit.IO80211Family pipeName AssociationEventHistory
2022-11-11 00:07:15.295173+0800  localhost kernel[0]: (corecapture) CCDataPipe::createReportersAndLegend() Done Creating Legend for owner: com.apple.iokit.IO80211Family pipe AssociationEventHistory
2022-11-11 00:07:15.295176+0800  localhost kernel[0]: (corecapture) CCDataPipe::initWithOwnerNameCapacity() IOReporters setup for AssociationEventHistory
2022-11-11 00:07:15.295183+0800  localhost kernel[0]: (corecapture) Created CCDataPipe (Owner: com.apple.iokit.IO80211Family - Name: AssociationEventHistory)
2022-11-11 00:07:15.295185+0800  localhost kernel[0]: (corecapture) withOwnerNameCapacity:152 Pipe Owner:com.apple.iokit.IO80211Family Name:AssociationEventHistory LogIdentifier:AssociationEventHistory
2022-11-11 00:07:15.295200+0800  localhost kernel[0]: (corecapture) CCIOReporterDataStream::createReportSet() fCoreCaptureReporter 0x34e27ce3f3579fd3
2022-11-11 00:07:15.295203+0800  localhost kernel[0]: (corecapture) CCIOReporterDataStream::createReportersAndLegend() streamName com.apple.iokit.IO80211Family
2022-11-11 00:07:15.295250+0800  localhost kernel[0]: (corecapture) Created CCDataStream (Name: com.apple.iokit.IO80211Family)
2022-11-11 00:07:15.295497+0800  localhost kernel[0]: Couldn't alloc class "AppleKeyStoreTest"
2022-11-11 00:07:15.299953+0800  localhost kernel[0]: PMRD: power event 5 args 0xf2986bb01bb78b33 0x0
2022-11-11 00:07:15.300797+0800  localhost kernel[0]: PMRD: setAggressiveness(0) kPMMinutesToSleep = 1
2022-11-11 00:07:15.300809+0800  localhost kernel[0]: PMRD: setAggressiveness(0) kPMMinutesToDim = 10
2022-11-11 00:07:15.311242+0800  localhost kernel[0]: (AppleUSBXHCI) AppleUSBXHCIDevice: AppleUSBXHCIDevice::transferEvent: no endpoint 1 for event 0x000000000023cd00 1b000000 0a018001
2022-11-11 00:07:15.317918+0800  localhost kernel[0]: (IOUSBHostFamily) AppleUSB20HubPort@14113000: AppleUSBHostPort::enumerateDeviceComplete_block_invoke: enumerated 0x05ac/828d/0150 (Bluetooth USB Host Controller / 10) at 12 Mbps
2022-11-11 00:07:15.317934+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHC1) usbServiceArray <private>(count 1) options 0x00000000
2022-11-11 00:07:15.317939+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2022-11-11 00:07:15.317942+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHC1) usbService <private> (Bluetooth USB Host Controller) options 0x00000000
2022-11-11 00:07:15.317957+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.317962+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostDevice <private> (Bluetooth USB Host Controller)
2022-11-11 00:07:15.317974+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::addDeviceToUsbPlane:
2022-11-11 00:07:15.318179+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.318187+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: registering Bluetooth USB Host Controller@14113000 (<private>) for matching
2022-11-11 00:07:15.350564+0800  localhost kernel[0]: PMRD: setAggressiveness(0) kPMMinutesToSleep = 0
2022-11-11 00:07:15.350928+0800  localhost kernel[0]: (AppleUSBXHCI) AppleUSBXHCIDevice: AppleUSBXHCIDevice::transferEvent: no endpoint 1 for event 0x00000000003dfc00 1b000000 0b018001
2022-11-11 00:07:15.350946+0800  localhost kernel[0]: PMRD: aggressiveness changed: system 1->0, display 10
2022-11-11 00:07:15.350949+0800  localhost kernel[0]: PMRD: idle time -> 0 ms (ena 0)
2022-11-11 00:07:15.350950+0800  localhost kernel[0]: PMRD: idle sleep timer disabled
2022-11-11 00:07:15.350953+0800  localhost kernel[0]: PMRD: changePowerStateWithTagToPriv(ON_STATE, 1f0008)
2022-11-11 00:07:15.350957+0800  localhost kernel[0]: PMRD: disk spindown restored to 10 min
2022-11-11 00:07:15.350998+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x1f0008
2022-11-11 00:07:15.351001+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:15.354340+0800  localhost kernel[0]: (IOUSBHostFamily) AppleUSB20HubPort@14111000: AppleUSBHostPort::enumerateDeviceComplete_block_invoke: enumerated 0x05ac/820a/0100 (IOUSBHostDevice / 11) at 12 Mbps
2022-11-11 00:07:15.354358+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHC1) usbServiceArray <private>(count 1) options 0x00000000
2022-11-11 00:07:15.354365+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2022-11-11 00:07:15.354368+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHC1) usbService <private> (IOUSBHostDevice) options 0x00000000
2022-11-11 00:07:15.354382+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.354386+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostDevice <private> (IOUSBHostDevice)
2022-11-11 00:07:15.354395+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::addDeviceToUsbPlane:
2022-11-11 00:07:15.354572+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.354579+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: registering IOUSBHostDevice@14111000 (<private>) for matching
2022-11-11 00:07:15.355938+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHC1) usbServiceArray <private>(count 1) options 0x00000000
2022-11-11 00:07:15.355944+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2022-11-11 00:07:15.355947+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHC1) usbService <private> (IOUSBHostInterface) options 0x00000000
2022-11-11 00:07:15.355982+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.355988+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostInterface <private> (IOUSBHostInterface)
2022-11-11 00:07:15.356131+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2022-11-11 00:07:15.356138+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: registering AppleUSBInterface@0 (<private>) for matching
2022-11-11 00:07:15.356250+0800  localhost kernel[0]: (IOUSBFamily) AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: located existing AppleUSBController@14000000
2022-11-11 00:07:15.356877+0800  localhost kernel[0]: IOUSBHostInterface(0x100000493): matching deferred by IOUSBHostHIDDevice
2022-11-11 00:07:15.365167+0800  localhost kernel[0]: (ALF) ALF, old data swfs_pid_entry <private>, updaterules_msg <private>, updaterules_state <private>
2022-11-11 00:07:15.373981+0800  localhost kernel[0]: (Sandbox) Sandbox: contextstored(175) deny(1) user-preference-read kCFPreferencesAnyApplication
2022-11-11 00:07:15.381399+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.381458+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.382481+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.382540+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.383396+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.384013+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.384588+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.385040+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.385109+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.385678+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.386658+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.387459+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.388001+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.388810+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.388899+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.389841+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.389885+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.390814+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.390885+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.391722+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.392218+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.392259+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.393163+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.393284+0800  localhost kernel[0]: (IOUSBHostFamily) configd@(null): AppleUSBHostUserClient::closeGated: trying to close a non-opened client
2022-11-11 00:07:15.396342+0800  localhost kernel[0]: (ALF) ALF, old data swfs_pid_entry <private>, updaterules_msg <private>, updaterules_state <private>
2022-11-11 00:07:15.409910+0800  localhost kernel[0]: Couldn't obtain preoslog region: result = -1, preoslog_pa = 0x0, preoslog_size = 0
2022-11-11 00:07:15.414960+0800  localhost kernel[0]: (IO80211FamilyLegacy) newUserClient: Invalid userClient Type request: 0
2022-11-11 00:07:15.417889+0800  localhost kernel[0]: Couldn't alloc class "AppleKeyStoreTest"
2022-11-11 00:07:15.420420+0800  localhost kernel[0]: (IO80211FamilyLegacy) newUserClient: Invalid userClient Type request: 0
2022-11-11 00:07:15.471707+0800  localhost kernel[0]: (AppleKeyStore) AppleKeyStore:8070:135: unexpected session: 100000 uid: -1 requested by: PerfPowerServices (135)
2022-11-11 00:07:15.471718+0800  localhost kernel[0]: (AppleKeyStore) AppleKeyStore:12114:135: operation failed (sel: 17 ret: e00002c2, -1, 100000)
2022-11-11 00:07:15.471730+0800  localhost kernel[0]: (AppleKeyStore) AppleKeyStore:8070:135: unexpected session: 100000 uid: -1 requested by: PerfPowerServices (135)
2022-11-11 00:07:15.471736+0800  localhost kernel[0]: (AppleKeyStore) AppleKeyStore:12114:135: operation failed (sel: 7 ret: e00002c2, -1, 100000)
2022-11-11 00:07:15.487557+0800  localhost kernel[0]: (apfs) bufattr_get_apfs:8040: Only accept buf I/O, no raw disk access
2022-11-11 00:07:15.487565+0800  localhost kernel[0]: (IOStorageFamily) disk4s4s1: device is not readable.
2022-11-11 00:07:15.502201+0800  localhost kernel[0]: (Sandbox) 1 duplicate report for Sandbox: contextstored(175) deny(1) user-preference-read kCFPreferencesAnyApplication
2022-11-11 00:07:15.502207+0800  localhost kernel[0]: (Sandbox) Sandbox: AirPlayXPCHelper(146) deny(1) mach-lookup com.apple.cmio.registerassistantservice.system-extensions
2022-11-11 00:07:15.503938+0800  localhost kernel[0]: (ALF) ALF, old data swfs_pid_entry <private>, updaterules_msg <private>, updaterules_state <private>
2022-11-11 00:07:15.506329+0800  localhost kernel[0]: (Sandbox) Sandbox: AirPlayXPCHelper(146) deny(1) mach-lookup com.apple.tccd
2022-11-11 00:07:15.506826+0800  localhost kernel[0]: (Sandbox) Sandbox: AirPlayXPCHelper(146) deny(1) mach-lookup com.apple.tccd.system
2022-11-11 00:07:15.556905+0800  localhost kernel[0]: (Sandbox) Sandbox: analyticsd(161) deny(1) file-issue-extension target:/private/var/db/analyticsd/Library/Preferences/ByHost/analyticsd.7C181967-43E6-5440-8C9B-0B1A346489B6.plist class:com.apple.cfprefsd.read
2022-11-11 00:07:15.557612+0800  localhost kernel[0]: (Sandbox) Sandbox: analyticsd(161) deny(1) file-issue-extension target:/private/var/db/analyticsd/Library/Preferences/analyticsd.plist class:com.apple.cfprefsd.read
2022-11-11 00:07:15.558217+0800  localhost kernel[0]: (Sandbox) Sandbox: analyticsd(161) deny(1) file-issue-extension target:/private/var/db/analyticsd/Library/Preferences/ByHost/.GlobalPreferences.7C181967-43E6-5440-8C9B-0B1A346489B6.plist class:com.apple.cfprefsd.read
2022-11-11 00:07:15.558558+0800  localhost kernel[0]: (Sandbox) Sandbox: analyticsd(161) deny(1) file-issue-extension target:/private/var/db/analyticsd/Library/Preferences/.GlobalPreferences.plist class:com.apple.cfprefsd.read
2022-11-11 00:07:15.558634+0800  localhost kernel[0]: (Sandbox) Sandbox: analyticsd(161) deny(1) file-issue-extension target:/private/var/db/analyticsd/Library/Preferences/.GlobalPreferences_m.plist class:com.apple.cfprefsd.read
2022-11-11 00:07:15.563562+0800  localhost kernel[0]: (Sandbox) Sandbox: mDNSResponderHelper(237) deny(1) network-outbound /private/var/run/systemkeychaincheck.socket
2022-11-11 00:07:15.566190+0800  localhost kernel[0]: (Sandbox) Sandbox: analyticsd(161) deny(1) file-issue-extension target:/private/var/db/analyticsd/Library/Preferences/analyticsd.plist class:com.apple.cfprefsd.read-write
2022-11-11 00:07:15.568834+0800  localhost kernel[0]: (Sandbox) Sandbox: mDNSResponderHelper(237) deny(1) user-preference-read kCFPreferencesAnyApplication
