Timestamp                       (process)[PID]    
2022-11-11 00:07:19.308339+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308341+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308343+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308345+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308347+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308357+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308359+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308361+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308364+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308366+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308368+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308380+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308383+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308385+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308387+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308389+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308391+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308399+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308402+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308404+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308406+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308408+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308409+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308422+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308424+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308427+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308429+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308431+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308432+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308441+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308443+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308446+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308448+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308450+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308451+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308460+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308463+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308465+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308467+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308469+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308470+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308479+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308481+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308484+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308486+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308488+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308489+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308498+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308500+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308502+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308505+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308508+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308509+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308519+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308521+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308524+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308526+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308528+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308529+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308538+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308540+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308543+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308545+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308547+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308548+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308556+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308559+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308561+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308564+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308565+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308567+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308575+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308578+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=1110, 533250000 Hz
2022-11-11 00:07:19.308580+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308582+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308584+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308586+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308596+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308596+0800  localhost kernel[0]: (IOAudioFamily) +- IOAudioEngine[<private>]::completeConfigurationChange()
2022-11-11 00:07:19.308598+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=0, 533250000 Hz
2022-11-11 00:07:19.308601+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308603+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308605+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308606+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308615+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308617+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=0, 533250000 Hz
2022-11-11 00:07:19.308619+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308622+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308623+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308625+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308636+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308638+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=0, 533250000 Hz
2022-11-11 00:07:19.308641+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308644+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308646+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308648+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308659+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308661+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=0, 533250000 Hz
2022-11-11 00:07:19.308664+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308666+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308668+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308669+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308677+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308680+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=0, 533250000 Hz
2022-11-11 00:07:19.308682+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308684+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308686+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308687+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308698+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308700+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=0, 533250000 Hz
2022-11-11 00:07:19.308702+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308705+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308706+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308708+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308718+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308721+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=0, 533250000 Hz
2022-11-11 00:07:19.308723+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308725+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308727+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308728+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308739+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308741+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=0, 533250000 Hz
2022-11-11 00:07:19.308744+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308746+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308748+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308749+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308758+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308761+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=0, 533250000 Hz
2022-11-11 00:07:19.308763+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308765+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308767+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308768+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2022-11-11 00:07:19.308779+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 919189088.00000000 Event:ValidateModeTiming [a]
2022-11-11 00:07:19.308781+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 3840 x 2160, ext_blanking=0, 533250000 Hz
2022-11-11 00:07:19.308785+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x1, pBPC=0x4, pColometry=0x1, dRange=0x1 dscBPP=0
2022-11-11 00:07:19.308787+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 3840 x 2160, 533250000 Hz
2022-11-11 00:07:19.308789+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2022-11-11 00:07:19.308790+0800  localhost kernel[0]: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
